,attack
42985,4
42986,4
42987,0
42988,0
42989,4
42990,0
42991,0
42992,4
42993,4
42994,4
42995,4
42996,4
42997,4
42998,4
42999,4
43000,1
43001,4
43002,0
43003,4
43004,4
43005,4
43006,4
43007,4
43008,0
43009,4
43010,4
43011,0
43012,4
43013,4
43014,4
43015,0
43016,0
43017,4
43018,4
43019,4
43020,0
43021,4
43022,0
43023,4
43024,4
43025,0
43026,0
43027,4
43028,4
43029,0
43030,0
43031,4
43032,0
43033,4
43034,0
43035,0
43036,0
43037,1
43038,0
43039,4
43040,4
43041,0
43042,4
43043,0
43044,4
43045,1
43046,4
43047,4
43048,0
43049,0
43050,4
43051,4
43052,0
43053,4
43054,0
43055,0
43056,0
43057,0
43058,4
43059,4
43060,0
43061,2
43062,0
43063,4
43064,0
43065,0
43066,4
43067,4
43068,4
43069,0
43070,0
43071,4
43072,0
43073,0
43074,4
43075,4
43076,1
43077,0
43078,4
43079,4
43080,4
43081,4
43082,0
43083,0
43084,4
43085,4
43086,4
43087,4
43088,4
43089,4
43090,0
43091,4
43092,4
43093,4
43094,4
43095,0
43096,0
43097,4
43098,4
43099,4
43100,4
43101,0
43102,4
43103,0
43104,1
43105,4
43106,4
43107,4
43108,0
43109,4
43110,0
43111,4
43112,4
43113,0
43114,0
43115,4
43116,0
43117,4
43118,1
43119,0
43120,0
43121,0
43122,4
43123,4
43124,0
43125,0
43126,4
43127,0
43128,4
43129,0
43130,0
43131,1
43132,0
43133,4
43134,0
43135,4
43136,4
43137,4
43138,4
43139,4
43140,4
43141,0
43142,0
43143,0
43144,4
43145,0
43146,0
43147,4
43148,4
43149,4
43150,0
43151,4
43152,0
43153,4
43154,1
43155,1
43156,4
43157,4
43158,0
43159,0
43160,4
43161,0
43162,0
43163,0
43164,0
43165,4
43166,4
43167,4
43168,0
43169,4
43170,0
43171,0
43172,0
43173,4
43174,0
43175,4
43176,1
43177,4
43178,0
43179,0
43180,0
43181,4
43182,1
43183,0
43184,0
43185,0
43186,4
43187,0
43188,0
43189,4
43190,4
43191,0
43192,1
43193,0
43194,4
43195,0
43196,0
43197,0
43198,0
43199,0
43200,0
43201,4
43202,4
43203,0
43204,4
43205,4
43206,4
43207,0
43208,4
43209,4
43210,4
43211,0
43212,0
43213,4
43214,0
43215,0
43216,4
43217,0
43218,4
43219,0
43220,1
43221,4
43222,0
43223,0
43224,4
43225,4
43226,4
43227,4
43228,0
43229,4
43230,0
43231,1
43232,0
43233,4
43234,4
43235,1
43236,0
43237,4
43238,4
43239,4
43240,4
43241,1
43242,4
43243,0
43244,4
43245,0
43246,4
43247,4
43248,4
43249,4
43250,4
43251,4
43252,1
43253,4
43254,4
43255,0
43256,4
43257,4
43258,4
43259,0
43260,4
43261,0
43262,4
43263,0
43264,4
43265,0
43266,4
43267,0
43268,4
43269,0
43270,4
43271,4
43272,0
43273,0
43274,1
43275,1
43276,4
43277,1
43278,4
43279,0
43280,1
43281,1
43282,0
43283,0
43284,0
43285,4
43286,4
43287,4
43288,0
43289,4
43290,4
43291,0
43292,1
43293,0
43294,0
43295,4
43296,4
43297,0
43298,1
43299,1
43300,4
43301,4
43302,0
43303,1
43304,4
43305,0
43306,0
43307,4
43308,4
43309,0
43310,4
43311,4
43312,4
43313,0
43314,0
43315,0
43316,0
43317,0
43318,4
43319,4
43320,4
43321,4
43322,0
43323,0
43324,1
43325,4
43326,0
43327,0
43328,4
43329,4
43330,4
43331,4
43332,0
43333,0
43334,2
43335,4
43336,0
43337,1
43338,0
43339,0
43340,4
43341,2
43342,4
43343,4
43344,4
43345,0
43346,4
43347,4
43348,0
43349,0
43350,4
43351,1
43352,4
43353,4
43354,0
43355,4
43356,4
43357,4
43358,0
43359,0
43360,4
43361,1
43362,0
43363,4
43364,0
43365,0
43366,0
43367,4
43368,4
43369,0
43370,4
43371,0
43372,0
43373,0
43374,0
43375,4
43376,4
43377,0
43378,0
43379,0
43380,0
43381,0
43382,0
43383,4
43384,4
43385,4
43386,4
43387,0
43388,4
43389,4
43390,4
43391,4
43392,4
43393,0
43394,1
43395,0
43396,4
43397,0
43398,1
43399,4
43400,1
43401,4
43402,4
43403,4
43404,0
43405,0
43406,4
43407,4
43408,4
43409,4
43410,0
43411,4
43412,4
43413,0
43414,4
43415,4
43416,0
43417,4
43418,4
43419,4
43420,4
43421,4
43422,1
43423,4
43424,0
43425,4
43426,4
43427,1
43428,0
43429,4
43430,4
43431,4
43432,4
43433,4
43434,4
43435,4
43436,1
43437,0
43438,4
43439,0
43440,4
43441,4
43442,0
43443,1
43444,4
43445,4
43446,1
43447,4
43448,0
43449,4
43450,0
43451,0
43452,0
43453,4
43454,0
43455,4
43456,0
43457,4
43458,0
43459,4
43460,4
43461,1
43462,4
43463,4
43464,4
43465,4
43466,4
43467,1
43468,4
43469,0
43470,0
43471,0
43472,0
43473,0
43474,4
43475,0
43476,4
43477,4
43478,4
43479,0
43480,4
43481,0
43482,4
43483,4
43484,0
43485,1
43486,4
43487,0
43488,4
43489,4
43490,4
43491,0
43492,4
43493,4
43494,4
43495,4
43496,4
43497,4
43498,1
43499,4
43500,4
43501,0
43502,4
43503,0
43504,0
43505,0
43506,4
43507,4
43508,4
43509,4
43510,4
43511,4
43512,0
43513,0
43514,4
43515,0
43516,4
43517,4
43518,4
43519,0
43520,4
43521,4
43522,4
43523,0
43524,0
43525,4
43526,4
43527,0
43528,1
43529,0
43530,0
43531,4
43532,0
43533,1
43534,0
43535,1
43536,0
43537,0
43538,0
43539,4
43540,0
43541,4
43542,4
43543,0
43544,4
43545,1
43546,4
43547,1
43548,0
43549,0
43550,1
43551,0
43552,4
43553,4
43554,4
43555,1
43556,4
43557,4
43558,0
43559,4
43560,4
43561,0
43562,1
43563,4
43564,4
43565,0
43566,4
43567,0
43568,1
43569,4
43570,4
43571,0
43572,0
43573,4
43574,0
43575,4
43576,0
43577,4
43578,1
43579,4
43580,4
43581,4
43582,4
43583,0
43584,4
43585,4
43586,0
43587,4
43588,0
43589,4
43590,4
43591,4
43592,1
43593,0
43594,4
43595,0
43596,0
43597,0
43598,4
43599,4
43600,1
43601,4
43602,4
43603,0
43604,4
43605,4
43606,0
43607,4
43608,4
43609,0
43610,0
43611,4
43612,1
43613,4
43614,4
43615,0
43616,4
43617,1
43618,0
43619,4
43620,1
43621,0
43622,1
43623,4
43624,4
43625,0
43626,0
43627,1
43628,1
43629,0
43630,0
43631,0
43632,0
43633,4
43634,4
43635,4
43636,0
43637,0
43638,0
43639,0
43640,4
43641,4
43642,0
43643,4
43644,2
43645,4
43646,0
43647,2
43648,4
43649,4
43650,4
43651,4
43652,0
43653,4
43654,4
43655,4
43656,4
43657,1
43658,4
43659,0
43660,4
43661,1
43662,4
43663,0
43664,4
43665,4
43666,0
43667,4
43668,4
43669,4
43670,0
43671,4
43672,0
43673,4
43674,4
43675,4
43676,0
43677,0
43678,4
43679,4
43680,0
43681,4
43682,4
43683,4
43684,4
43685,4
43686,4
43687,4
43688,0
43689,1
43690,4
43691,4
43692,4
43693,1
43694,0
43695,0
43696,1
43697,4
43698,2
43699,4
43700,0
43701,4
43702,0
43703,0
43704,0
43705,4
43706,0
43707,0
43708,4
43709,1
43710,0
43711,4
43712,4
43713,0
43714,4
43715,4
43716,0
43717,4
43718,0
43719,4
43720,0
43721,0
43722,4
43723,4
43724,4
43725,1
43726,4
43727,4
43728,0
43729,4
43730,4
43731,0
43732,1
43733,0
43734,4
43735,4
43736,0
43737,0
43738,0
43739,4
43740,2
43741,4
43742,4
43743,1
43744,0
43745,4
43746,1
43747,1
43748,4
43749,0
43750,0
43751,0
43752,4
43753,4
43754,0
43755,4
43756,1
43757,0
43758,0
43759,4
43760,0
43761,0
43762,0
43763,0
43764,0
43765,0
43766,1
43767,0
43768,4
43769,1
43770,4
43771,0
43772,4
43773,0
43774,4
43775,0
43776,0
43777,0
43778,0
43779,4
43780,0
43781,0
43782,4
43783,0
43784,4
43785,4
43786,2
43787,4
43788,4
43789,0
43790,1
43791,4
43792,0
43793,1
43794,0
43795,0
43796,4
43797,0
43798,0
43799,0
43800,4
43801,4
43802,4
43803,1
43804,4
43805,4
43806,4
43807,4
43808,4
43809,4
43810,0
43811,4
43812,0
43813,0
43814,0
43815,0
43816,4
43817,0
43818,0
43819,1
43820,1
43821,1
43822,4
43823,1
43824,4
43825,0
43826,0
43827,0
43828,0
43829,1
43830,4
43831,4
43832,4
43833,0
43834,0
43835,4
43836,4
43837,4
43838,0
43839,4
43840,0
43841,0
43842,0
43843,4
43844,4
43845,4
43846,4
43847,4
43848,2
43849,0
43850,4
43851,0
43852,4
43853,4
43854,4
43855,0
43856,0
43857,0
43858,4
43859,4
43860,4
43861,0
43862,4
43863,1
43864,4
43865,4
43866,4
43867,0
43868,0
43869,4
43870,4
43871,4
43872,4
43873,0
43874,4
43875,1
43876,4
43877,4
43878,4
43879,0
43880,4
43881,0
43882,1
43883,4
43884,0
43885,0
43886,4
43887,0
43888,4
43889,1
43890,0
43891,4
43892,0
43893,4
43894,1
43895,1
43896,0
43897,1
43898,4
43899,4
43900,4
43901,0
43902,0
43903,4
43904,4
43905,0
43906,1
43907,0
43908,4
43909,0
43910,4
43911,0
43912,4
43913,0
43914,0
43915,4
43916,4
43917,1
43918,4
43919,1
43920,0
43921,1
43922,0
43923,4
43924,1
43925,0
43926,4
43927,4
43928,4
43929,4
43930,0
43931,4
43932,4
43933,0
43934,0
43935,0
43936,4
43937,4
43938,4
43939,4
43940,4
43941,0
43942,4
43943,0
43944,0
43945,4
43946,1
43947,0
43948,4
43949,0
43950,4
43951,4
43952,0
43953,0
43954,4
43955,1
43956,0
43957,0
43958,4
43959,0
43960,4
43961,0
43962,0
43963,0
43964,4
43965,0
43966,0
43967,0
43968,4
43969,4
43970,0
43971,0
43972,4
43973,0
43974,0
43975,4
43976,4
43977,0
43978,1
43979,0
43980,4
43981,0
43982,4
43983,4
43984,4
43985,4
43986,4
43987,4
43988,4
43989,4
43990,4
43991,4
43992,0
43993,4
43994,4
43995,4
43996,4
43997,0
43998,4
43999,0
44000,0
44001,4
44002,1
44003,4
44004,0
44005,0
44006,0
44007,4
44008,4
44009,4
44010,0
44011,0
44012,4
44013,4
44014,0
44015,4
44016,4
44017,0
44018,4
44019,4
44020,0
44021,0
44022,4
44023,4
44024,0
44025,4
44026,4
44027,4
44028,4
44029,4
44030,0
44031,4
44032,4
44033,4
44034,4
44035,1
44036,4
44037,0
44038,4
44039,4
44040,4
44041,4
44042,4
44043,1
44044,4
44045,4
44046,0
44047,4
44048,0
44049,1
44050,1
44051,0
44052,1
44053,1
44054,1
44055,0
44056,0
44057,0
44058,4
44059,1
44060,0
44061,4
44062,0
44063,1
44064,0
44065,0
44066,4
44067,0
44068,4
44069,0
44070,1
44071,4
44072,4
44073,1
44074,4
44075,1
44076,4
44077,0
44078,4
44079,4
44080,4
44081,0
44082,4
44083,0
44084,1
44085,0
44086,0
44087,0
44088,0
44089,0
44090,4
44091,4
44092,4
44093,4
44094,4
44095,4
44096,0
44097,0
44098,1
44099,1
44100,4
44101,4
44102,1
44103,0
44104,4
44105,4
44106,0
44107,0
44108,4
44109,4
44110,4
44111,4
44112,0
44113,4
44114,0
44115,4
44116,4
44117,0
44118,0
44119,4
44120,0
44121,4
44122,4
44123,0
44124,0
44125,0
44126,0
44127,4
44128,1
44129,0
44130,0
44131,4
44132,4
44133,4
44134,4
44135,4
44136,4
44137,0
44138,0
44139,4
44140,4
44141,4
44142,4
44143,4
44144,0
44145,0
44146,4
44147,1
44148,1
44149,0
44150,4
44151,0
44152,0
44153,4
44154,0
44155,4
44156,1
44157,4
44158,4
44159,4
44160,0
44161,4
44162,4
44163,0
44164,0
44165,4
44166,4
44167,0
44168,4
44169,4
44170,1
44171,0
44172,4
44173,4
44174,4
44175,0
44176,0
44177,4
44178,0
44179,4
44180,4
44181,0
44182,1
44183,0
44184,0
44185,4
44186,4
44187,4
44188,4
44189,4
44190,0
44191,4
44192,4
44193,4
44194,0
44195,0
44196,4
44197,4
44198,4
44199,4
44200,0
44201,4
44202,1
44203,0
44204,0
44205,4
44206,4
44207,4
44208,4
44209,4
44210,0
44211,4
44212,0
44213,0
44214,4
44215,0
44216,0
44217,4
44218,4
44219,4
44220,0
44221,4
44222,0
44223,4
44224,0
44225,0
44226,4
44227,4
44228,4
44229,1
44230,4
44231,4
44232,4
44233,4
44234,4
44235,0
44236,4
44237,1
44238,4
44239,0
44240,4
44241,4
44242,0
44243,4
44244,4
44245,4
44246,4
44247,4
44248,4
44249,4
44250,0
44251,0
44252,0
44253,4
44254,4
44255,4
44256,4
44257,4
44258,0
44259,4
44260,0
44261,4
44262,4
44263,4
44264,4
44265,4
44266,0
44267,4
44268,0
44269,4
44270,0
44271,0
44272,4
44273,4
44274,4
44275,4
44276,4
44277,4
44278,4
44279,1
44280,4
44281,1
44282,4
44283,1
44284,4
44285,4
44286,1
44287,0
44288,4
44289,0
44290,1
44291,2
44292,0
44293,1
44294,4
44295,0
44296,4
44297,1
44298,0
44299,4
44300,0
44301,1
44302,0
44303,0
44304,0
44305,0
44306,0
44307,4
44308,4
44309,4
44310,4
44311,4
44312,4
44313,4
44314,0
44315,1
44316,1
44317,4
44318,0
44319,4
44320,4
44321,4
44322,1
44323,0
44324,0
44325,4
44326,4
44327,0
44328,4
44329,4
44330,1
44331,4
44332,1
44333,4
44334,0
44335,0
44336,0
44337,4
44338,0
44339,4
44340,4
44341,4
44342,4
44343,4
44344,4
44345,4
44346,4
44347,4
44348,0
44349,0
44350,4
44351,4
44352,0
44353,0
44354,4
44355,4
44356,4
44357,1
44358,4
44359,0
44360,4
44361,4
44362,0
44363,1
44364,2
44365,1
44366,0
44367,4
44368,2
44369,0
44370,4
44371,4
44372,0
44373,4
44374,1
44375,4
44376,4
44377,0
44378,4
44379,4
44380,0
44381,0
44382,4
44383,0
44384,4
44385,4
44386,0
44387,0
44388,4
44389,0
44390,4
44391,4
44392,4
44393,0
44394,0
44395,0
44396,0
44397,0
44398,1
44399,4
44400,0
44401,0
44402,0
44403,4
44404,0
44405,4
44406,0
44407,4
44408,4
44409,4
44410,0
44411,1
44412,4
44413,4
44414,0
44415,0
44416,4
44417,4
44418,1
44419,4
44420,1
44421,4
44422,4
44423,0
44424,4
44425,0
44426,0
44427,0
44428,1
44429,4
44430,1
44431,0
44432,0
44433,1
44434,4
44435,4
44436,0
44437,1
44438,4
44439,1
44440,2
44441,0
44442,4
44443,1
44444,4
44445,1
44446,0
44447,0
44448,4
44449,1
44450,0
44451,4
44452,4
44453,1
44454,4
44455,4
44456,0
44457,4
44458,0
44459,4
44460,4
44461,0
44462,0
44463,4
44464,0
44465,0
44466,4
44467,1
44468,0
44469,4
44470,1
44471,0
44472,0
44473,0
44474,0
44475,0
44476,0
44477,4
44478,4
44479,4
44480,0
44481,4
44482,0
44483,0
44484,0
44485,4
44486,0
44487,0
44488,0
44489,0
44490,4
44491,0
44492,0
44493,4
44494,4
44495,4
44496,4
44497,1
44498,0
44499,4
44500,1
44501,0
44502,0
44503,0
44504,4
44505,4
44506,4
44507,4
44508,4
44509,4
44510,4
44511,0
44512,0
44513,0
44514,0
44515,4
44516,4
44517,4
44518,0
44519,1
44520,4
44521,0
44522,0
44523,4
44524,0
44525,0
44526,1
44527,4
44528,4
44529,0
44530,4
44531,4
44532,0
44533,4
44534,0
44535,4
44536,4
44537,4
44538,0
44539,4
44540,0
44541,4
44542,0
44543,1
44544,4
44545,4
44546,4
44547,4
44548,4
44549,4
44550,4
44551,4
44552,4
44553,4
44554,4
44555,4
44556,4
44557,4
44558,0
44559,4
44560,2
44561,0
44562,4
44563,0
44564,4
44565,0
44566,0
44567,4
44568,0
44569,0
44570,0
44571,0
44572,4
44573,4
44574,4
44575,4
44576,0
44577,4
44578,4
44579,4
44580,4
44581,4
44582,4
44583,4
44584,0
44585,4
44586,4
44587,0
44588,0
44589,0
44590,4
44591,0
44592,4
44593,4
44594,4
44595,4
44596,4
44597,0
44598,4
44599,4
44600,1
44601,4
44602,0
44603,4
44604,1
44605,4
44606,0
44607,0
44608,0
44609,4
44610,0
44611,0
44612,0
44613,0
44614,0
44615,4
44616,4
44617,1
44618,0
44619,4
44620,0
44621,0
44622,4
44623,2
44624,4
44625,1
44626,4
44627,4
44628,0
44629,0
44630,4
44631,4
44632,4
44633,4
44634,4
44635,4
44636,0
44637,4
44638,0
44639,4
44640,4
44641,0
44642,4
44643,4
44644,4
44645,4
44646,4
44647,0
44648,0
44649,4
44650,4
44651,0
44652,0
44653,1
44654,0
44655,0
44656,4
44657,0
44658,1
44659,4
44660,0
44661,4
44662,0
44663,4
44664,4
44665,4
44666,4
44667,4
44668,0
44669,0
44670,0
44671,4
44672,4
44673,0
44674,4
44675,0
44676,0
44677,0
44678,4
44679,0
44680,4
44681,0
44682,0
44683,4
44684,0
44685,0
44686,4
44687,0
44688,0
44689,1
44690,0
44691,4
44692,0
44693,2
44694,1
44695,0
44696,0
44697,4
44698,4
44699,4
44700,0
44701,0
44702,4
44703,1
44704,0
44705,4
44706,0
44707,0
44708,1
44709,0
44710,1
44711,4
44712,4
44713,0
44714,0
44715,4
44716,1
44717,4
44718,4
44719,4
44720,4
44721,0
44722,4
44723,4
44724,4
44725,1
44726,0
44727,0
44728,4
44729,4
44730,0
44731,0
44732,4
44733,1
44734,4
44735,1
44736,4
44737,0
44738,4
44739,4
44740,1
44741,4
44742,4
44743,4
44744,4
44745,4
44746,0
44747,4
44748,0
44749,0
44750,0
44751,4
44752,4
44753,0
44754,0
44755,0
44756,1
44757,0
44758,1
44759,4
44760,4
44761,4
44762,4
44763,4
44764,1
44765,1
44766,4
44767,4
44768,0
44769,0
44770,4
44771,0
44772,4
44773,1
44774,0
44775,0
44776,4
44777,4
44778,1
44779,4
44780,4
44781,4
44782,0
44783,1
44784,4
44785,4
44786,4
44787,0
44788,1
44789,0
44790,0
44791,0
44792,0
44793,4
44794,0
44795,4
44796,4
44797,0
44798,4
44799,4
44800,4
44801,4
44802,4
44803,4
44804,0
44805,4
44806,0
44807,1
44808,0
44809,0
44810,4
44811,0
44812,0
44813,4
44814,4
44815,4
44816,0
44817,1
44818,0
44819,0
44820,4
44821,0
44822,4
44823,4
44824,4
44825,0
44826,1
44827,4
44828,4
44829,4
44830,0
44831,4
44832,4
44833,0
44834,0
44835,0
44836,0
44837,0
44838,0
44839,4
44840,4
44841,4
44842,0
44843,4
44844,4
44845,2
44846,4
44847,4
44848,4
44849,4
44850,0
44851,0
44852,4
44853,4
44854,4
44855,0
44856,0
44857,4
44858,4
44859,4
44860,4
44861,1
44862,4
44863,0
44864,1
44865,4
44866,0
44867,0
44868,0
44869,4
44870,4
44871,0
44872,0
44873,4
44874,4
44875,0
44876,0
44877,4
44878,4
44879,1
44880,4
44881,4
44882,4
44883,4
44884,1
44885,4
44886,4
44887,4
44888,4
44889,0
44890,4
44891,4
44892,4
44893,4
44894,0
44895,4
44896,0
44897,4
44898,1
44899,1
44900,4
44901,0
44902,4
44903,4
44904,0
44905,4
44906,4
44907,0
44908,0
44909,4
44910,0
44911,1
44912,4
44913,0
44914,4
44915,0
44916,4
44917,1
44918,0
44919,4
44920,4
44921,0
44922,0
44923,4
44924,4
44925,4
44926,0
44927,0
44928,0
44929,0
44930,0
44931,4
44932,4
44933,0
44934,0
44935,4
44936,0
44937,0
44938,4
44939,4
44940,0
44941,0
44942,1
44943,4
44944,4
44945,4
44946,4
44947,4
44948,0
44949,4
44950,0
44951,0
44952,1
44953,4
44954,4
44955,4
44956,0
44957,0
44958,0
44959,4
44960,0
44961,4
44962,0
44963,0
44964,4
44965,4
44966,4
44967,0
44968,0
44969,4
44970,4
44971,4
44972,4
44973,0
44974,0
44975,4
44976,4
44977,0
44978,0
44979,4
44980,1
44981,0
44982,1
44983,4
44984,0
44985,1
44986,0
44987,4
44988,4
44989,4
44990,4
44991,1
44992,4
44993,0
44994,1
44995,4
44996,4
44997,0
44998,1
44999,4
45000,4
45001,0
45002,4
45003,4
45004,4
45005,4
45006,0
45007,4
45008,0
45009,0
45010,0
45011,4
45012,0
45013,4
45014,4
45015,0
45016,4
45017,0
45018,4
45019,1
45020,4
45021,0
45022,0
45023,0
45024,1
45025,0
45026,4
45027,4
45028,4
45029,0
45030,0
45031,4
45032,4
45033,0
45034,4
45035,4
45036,4
45037,0
45038,1
45039,4
45040,4
45041,0
45042,4
45043,0
45044,4
45045,4
45046,4
45047,4
45048,4
45049,4
45050,4
45051,4
45052,0
45053,4
45054,4
45055,0
45056,4
45057,0
45058,4
45059,0
45060,4
45061,4
45062,0
45063,0
45064,4
45065,0
45066,4
45067,4
45068,1
45069,0
45070,1
45071,0
45072,4
45073,0
45074,4
45075,4
45076,4
45077,1
45078,1
45079,1
45080,4
45081,0
45082,4
45083,0
45084,4
45085,4
45086,4
45087,4
45088,1
45089,0
45090,4
45091,1
45092,0
45093,0
45094,4
45095,4
45096,0
45097,0
45098,4
45099,4
45100,4
45101,4
45102,0
45103,4
45104,4
45105,0
45106,4
45107,4
45108,4
45109,4
45110,4
45111,4
45112,4
45113,0
45114,4
45115,4
45116,4
45117,4
45118,0
45119,0
45120,0
45121,4
45122,0
45123,0
45124,4
45125,1
45126,0
45127,4
45128,4
45129,0
45130,4
45131,4
45132,0
45133,4
45134,4
45135,0
45136,1
45137,4
45138,0
45139,4
45140,4
45141,4
45142,1
45143,1
45144,0
45145,4
45146,0
45147,4
45148,0
45149,4
45150,1
45151,4
45152,4
45153,4
45154,1
45155,4
45156,4
45157,1
45158,4
45159,4
45160,4
45161,4
45162,4
45163,4
45164,1
45165,1
45166,0
45167,4
45168,0
45169,4
45170,0
45171,0
45172,4
45173,4
45174,4
45175,4
45176,0
45177,4
45178,0
45179,4
45180,0
45181,4
45182,0
45183,4
45184,4
45185,0
45186,1
45187,0
45188,4
45189,4
45190,4
45191,4
45192,0
45193,4
45194,4
45195,4
45196,0
45197,4
45198,0
45199,0
45200,0
45201,4
45202,0
45203,0
45204,4
45205,0
45206,4
45207,0
45208,4
45209,4
45210,4
45211,4
45212,0
45213,0
45214,0
45215,4
45216,0
45217,4
45218,0
45219,0
45220,4
45221,4
45222,1
45223,4
45224,4
45225,4
45226,0
45227,0
45228,0
45229,1
45230,0
45231,0
45232,0
45233,1
45234,4
45235,4
45236,0
45237,0
45238,0
45239,4
45240,1
45241,0
45242,4
45243,4
45244,0
45245,4
45246,0
45247,0
45248,4
45249,0
45250,4
45251,4
45252,0
45253,4
45254,4
45255,1
45256,4
45257,4
45258,0
45259,4
45260,4
45261,4
45262,4
45263,4
45264,4
45265,0
45266,4
45267,4
45268,0
45269,0
45270,0
45271,4
45272,4
45273,0
45274,0
45275,1
45276,4
45277,0
45278,4
45279,0
45280,0
45281,4
45282,4
45283,4
45284,4
45285,0
45286,4
45287,4
45288,4
45289,0
45290,0
45291,4
45292,0
45293,4
45294,0
45295,0
45296,0
45297,4
45298,0
45299,4
45300,4
45301,0
45302,4
45303,0
45304,0
45305,0
45306,4
45307,4
45308,4
45309,4
45310,4
45311,1
45312,1
45313,4
45314,0
45315,4
45316,1
45317,4
45318,0
45319,0
45320,4
45321,4
45322,2
45323,0
45324,2
45325,4
45326,0
45327,4
45328,0
45329,0
45330,4
45331,4
45332,0
45333,4
45334,4
45335,0
45336,0
45337,0
45338,0
45339,4
45340,0
45341,4
45342,0
45343,0
45344,4
45345,0
45346,0
45347,0
45348,4
45349,4
45350,0
45351,4
45352,4
45353,4
45354,0
45355,0
45356,0
45357,0
45358,0
45359,0
45360,4
45361,4
45362,4
45363,4
45364,1
45365,4
45366,4
45367,0
45368,4
45369,4
45370,4
45371,4
45372,0
45373,4
45374,1
45375,0
45376,4
45377,4
45378,4
45379,4
45380,4
45381,4
45382,4
45383,4
45384,0
45385,1
45386,1
45387,4
45388,0
45389,4
45390,1
45391,4
45392,4
45393,4
45394,4
45395,1
45396,0
45397,0
45398,4
45399,0
45400,0
45401,0
45402,0
45403,0
45404,1
45405,0
45406,4
45407,4
45408,4
45409,4
45410,1
45411,0
45412,4
45413,0
45414,0
45415,4
45416,4
45417,4
45418,1
45419,4
45420,4
45421,0
45422,4
45423,4
45424,0
45425,4
45426,0
45427,4
45428,4
45429,4
45430,4
45431,0
45432,4
45433,4
45434,0
45435,1
45436,4
45437,0
45438,4
45439,0
45440,4
45441,4
45442,4
45443,4
45444,4
45445,4
45446,0
45447,4
45448,4
45449,4
45450,4
45451,4
45452,4
45453,0
45454,4
45455,4
45456,0
45457,4
45458,4
45459,0
45460,0
45461,4
45462,0
45463,4
45464,0
45465,0
45466,4
45467,0
45468,4
45469,4
45470,4
45471,4
45472,4
45473,4
45474,4
45475,4
45476,0
45477,4
45478,0
45479,0
45480,0
45481,0
45482,4
45483,0
45484,4
45485,4
45486,4
45487,4
45488,0
45489,0
45490,4
45491,0
45492,1
45493,4
45494,0
45495,4
45496,4
45497,0
45498,0
45499,0
45500,4
45501,0
45502,0
45503,1
45504,0
45505,1
45506,4
45507,0
45508,0
45509,0
45510,4
45511,4
45512,0
45513,0
45514,4
45515,4
45516,0
45517,4
45518,0
45519,4
45520,4
45521,4
45522,0
45523,4
45524,4
45525,1
45526,0
45527,2
45528,0
45529,4
45530,1
45531,0
45532,4
45533,1
45534,4
45535,1
45536,0
45537,0
45538,4
45539,4
45540,0
45541,1
45542,4
45543,4
45544,4
45545,0
45546,1
45547,0
45548,0
45549,4
45550,0
45551,0
45552,4
45553,0
45554,0
45555,4
45556,4
45557,4
45558,0
45559,0
45560,4
45561,2
45562,4
45563,4
45564,4
45565,0
45566,0
45567,0
45568,0
45569,4
45570,0
45571,4
45572,0
45573,0
45574,4
45575,0
45576,0
45577,0
45578,0
45579,4
45580,0
45581,4
45582,4
45583,1
45584,0
45585,4
45586,0
45587,4
45588,4
45589,0
45590,1
45591,4
45592,0
45593,0
45594,0
45595,0
45596,4
45597,0
45598,4
45599,4
45600,4
45601,4
45602,4
45603,4
45604,0
45605,4
45606,4
45607,4
45608,4
45609,0
45610,4
45611,1
45612,1
45613,0
45614,4
45615,1
45616,4
45617,4
45618,4
45619,1
45620,4
45621,4
45622,0
45623,4
45624,4
45625,0
45626,4
45627,4
45628,4
45629,4
45630,1
45631,0
45632,4
45633,0
45634,0
45635,4
45636,0
45637,0
45638,0
45639,0
45640,4
45641,0
45642,4
45643,4
45644,4
45645,4
45646,4
45647,0
45648,4
45649,0
45650,4
45651,4
45652,4
45653,0
45654,0
45655,0
45656,0
45657,0
45658,4
45659,4
45660,4
45661,4
45662,4
45663,4
45664,0
45665,0
45666,0
45667,0
45668,4
45669,4
45670,0
45671,0
45672,0
45673,2
45674,0
45675,4
45676,0
45677,4
45678,1
45679,0
45680,4
45681,0
45682,0
45683,4
45684,4
45685,0
45686,0
45687,1
45688,0
45689,0
45690,0
45691,4
45692,0
45693,4
45694,1
45695,2
45696,4
45697,4
45698,0
45699,0
45700,4
45701,4
45702,4
45703,4
45704,4
45705,4
45706,0
45707,4
45708,1
45709,4
45710,4
45711,0
45712,1
45713,4
45714,0
45715,4
45716,4
45717,4
45718,0
45719,4
45720,0
45721,4
45722,4
45723,4
45724,4
45725,4
45726,4
45727,4
45728,4
45729,4
45730,4
45731,4
45732,1
45733,4
45734,0
45735,4
45736,4
45737,4
45738,4
45739,4
45740,4
45741,4
45742,4
45743,4
45744,1
45745,4
45746,0
45747,4
45748,1
45749,0
45750,0
45751,0
45752,0
45753,0
45754,4
45755,4
45756,4
45757,4
45758,0
45759,0
45760,4
45761,4
45762,0
45763,0
45764,0
45765,4
45766,4
45767,0
45768,0
45769,4
45770,0
45771,4
45772,1
45773,0
45774,4
45775,4
45776,4
45777,0
45778,4
45779,4
45780,4
45781,4
45782,4
45783,4
